"","x"
"6585",27320554.6329373
"6586",39429385.1601544
"6587",12368225.7476593
"6588",1614507.92612645
"6589",28450186.6235783
"6590",122987579.459843
"6591",6176164.84469913
"6592",101009938.671597
"6593",73818925.3639809
"6594",50429699.9593422
"6595",97691.3470847931
"6596",88894189.3719303
"6597",686249.85285999
"6598",10053885.0039786
"6599",2564183.36656752
"6600",2973322.78865008
"6601",2805334.72874371
"6602",462478927.259731
"6603",25986300.3189696
"6604",6059398.92300573
"6605",74663625.0217101
"6606",2308977.47249643
"6607",41751917.8959555
"6608",276478.043757507
"6609",1211417.3538672
"6610",1868025.64288541
"6611",6167370.47889155
"6612",644839767.76654
"6613",29068445.8339686
"6614",147843017.402204
"6615",1400884.11175612
"6616",97863258.1114228
"6617",25524234.4426397
"6618",23989862.6685601
"6619",4371180.81085238
"6620",1253378.98434258
"6621",18479631.2512189
"6622",45850445.042871
"6623",103755102.213475
"6624",84854155.0236589
"6625",77172954.243491
"6626",17630363.1435762
"6627",45560071.5940471
"6628",249668.242739675
"6629",1451603.53885796
"6630",1454328.13858873
"6631",1436698.34862583
"6632",320833.94025552
"6633",1169260.06604546
"6634",1138644.75220437
"6635",391496.571935102
"6636",121003760.085796
"6637",46167327.910234
"6638",165.854805410005
"6639",2341680.84438975
"6640",8012075.34420863
"6641",104796700.128825
"6642",122255578.551528
"6643",1520384.30831684
"6644",249336.535373473
"6645",19369264.7820663
"6646",6994044.73087259
"6647",702998.802473711
"6648",23814331.957773
"6649",3330300.33764851
"6650",1206264.88697464
"6651",18334744.5838495
"6652",501401.294305001
"6653",19906556.3093612
"6654",101391475.892211
"6655",7519624.14890403
"6656",18089221.7049088
"6657",68233445.8397191
"6658",666057.994797464
"6659",2823859.29955041
"6660",1036112.85316202
"6661",796359.755333227
"6662",5649317.12916102
"6663",368131123.552587
"6664",2207425.82194417
"6665",96156.7483140639
"6666",10551624.0741424
"6667",104506049.621729
"6668",14157707.1545217
"6669",4253679.41641871
"6670",1499752.50431535
"6671",15686858.8640462
"6672",4452348.22690521
"6673",86543334.5016351
"6674",254434057.495597
"6675",29153077.9695294
"6676",3069756.95420943
"6677",376346.488958507
"6678",4789585.1158736
"6679",342013511.357084
"6680",12650042.6485934
"6681",448877874.207759
"6682",39946664.3493946
"6683",29768425.4883265
"6684",209679.072867057
"6685",1727071.61151237
"6686",15191891.0092211
"6687",50226542.08666
"6688",10384992.3978768
"6689",23854911.0529971
"6690",257299332.405544
"6691",1277075.3046981
"6692",263089635.23603
"6693",20512136.6163237
"6694",76207015.1953365
"6695",4511470.7739994
"6696",102870651.211115
"6697",4475734.27749292
"6698",5178415.65292164
"6699",73659938.9350314
"6700",121163101.341072
"6701",15150039.2709444
"6702",7829528.01529813
"6703",1908835.18088892
"6704",1881172.28143284
"6705",10718975.037522
"6706",5776097.7481171
"6707",15262306.3576736
"6708",3836448.29685978
"6709",2206894.29882108
"6710",41195559.8425254
"6711",21171487.4071467
"6712",75347106.7966286
"6713",2790126.05244901
"6714",917511.109607593
"6715",1467624.74840387
"6716",10961392.6939517
"6717",235700145.904466
"6718",6101736.21420597
"6719",5903271.21188785
"6720",349568.280233757
"6721",30543640.9787568
"6722",2469158.94501311
"6723",66066724.6972224
"6724",4175498.32426265
"6725",2065357.0302329
"6726",45108619.1024926
"6727",2804149.01876346
"6728",2138968.89996057
"6729",2515371.43345977
"6730",11624344.7617762
"6731",695946.876709327
"6732",611265.518524614
"6733",38473651.0519295
"6734",2708380.59577033
"6735",56235316.5047562
"6736",1095990.49616462
"6737",992237.021594354
"6738",2995521.95721895
"6739",3713186.29507284
"6740",105451.816272644
"6741",331024.381409619
"6742",21857300.0039627
"6743",70706912.375695
"6744",3635315.74775628
"6745",646806.758792149
"6746",57665901.4461383
"6747",9803540.66056549
"6748",644558.950729532
"6749",31762.393688256
"6750",1199105.44619044
"6751",3312735.439834
"6752",53552946.2382572
"6753",1892934.02056623
"6754",82904021.6246547
"6755",1076477.40549265
"6756",166415526.014186
"6757",12150117.5387013
"6758",4197241.11023709
"6759",85621642.0775103
"6760",5660435.7606537
"6761",11000349.6198867
"6762",430366.500924105
"6763",13699787.5622991
"6764",902183.735005563
"6765",96172906.6726516
"6766",168601.109917124
"6767",12262463.4339232
"6768",83331590.6592263
"6769",9991224.33048767
"6770",8789079.81774062
"6771",3618140.89431098
"6772",1683656.60788128
"6773",25375220.1059003
"6774",174199570.040978
"6775",309386471.920196
"6776",2615754.93733306
"6777",8424060.00227502
"6778",45155552.1903974
"6779",9163646.0164806
"6780",51458283.1368342
"6781",1068269.18738555
"6782",98669494.4083895
"6783",9465674.46610876
"6784",827099.68485093
"6785",44404595.1982447
"6786",943757.828433082
"6787",9600697.16907876
"6788",2583029.85881504
"6789",1299217.87808495
"6790",3514571.2374177
"6791",19388981.4220706
"6792",143603118.120903
"6793",39699769.1792144
"6794",1270803.88828554
"6795",6319637.01322615
"6796",516544322.7647
"6797",2007426.52265755
"6798",7089974.30060954
"6799",2082135.57558245
"6800",21415987.8133352
"6801",40474558.0365217
"6802",2754158.02669455
"6803",128309664.465726
"6804",26907.724458032
"6805",10858365.8528099
"6806",2853252.10341286
"6807",31191702.2558888
"6808",932175.486632339
"6809",4264869.49820872
"6810",7494754.60831525
"6811",25802925.9388973
"6812",2417508.68232092
"6813",84280370.1539731
"6814",1611488.45661565
"6815",3180262.52543861
"6816",4952550.75616317
"6817",119499.184013125
"6818",14903.7731911048
"6819",10059061.9005506
"6820",36952404.699926
"6821",13786346.7770864
"6822",8269729.12285556
"6823",19226924.6303837
"6824",141502893.847432
"6825",20829858.2216651
"6826",4556914.63460634
"6827",693799.81566738
"6828",119037.493243154
"6829",73383.6958386735
"6830",1538774.22272552
"6831",40437189.7808761
"6832",2858078.66452319
"6833",4320804.09818831
"6834",6968990.45603694
"6835",62969604.1208987
"6836",1365682.49017069
"6837",75306466.2698537
"6838",1298382.89024892
"6839",1581379.96266927
"6840",2740970.71030102
"6841",1565133.70825287
"6842",1286662.2968873
"6843",2340080.20925424
"6844",10196006.1164789
"6845",10527512.9150041
"6846",15920370.303462
"6847",249616.861890535
"6848",4772119.8979896
"6849",3465041.32335091
"6850",59563429.0483854
"6851",115042888.891114
"6852",4344703.02506742
"6853",2909045.00114361
"6854",12959662.9334154
"6855",4260762.31325769
"6856",4673.32703359967
"6857",7375148.04853078
"6858",843107.128508057
"6859",14481823.0935481
"6860",4466252.88538821
"6861",14785122.3158423
"6862",11848003.410037
"6863",216586406.6273
"6864",1865651.01069827
"6865",1521320.95236169
"6866",63685061.8637944
"6867",15111316.3691136
"6868",806596459.612451
"6869",16500505.9232773
"6870",609589.001716161
"6871",27761023.2577629
"6872",362660.640494836
"6873",6031162.40577125
"6874",18666614.637331
"6875",2854401.42441253
"6876",15631689.1887544
"6877",7389525.44803286
"6878",823117.607961151
"6879",2921651.09434865
"6880",190206.863546945
"6881",484452.037242804
"6882",37878338.3842286
"6883",43079637.1263215
"6884",21917735.2612031
"6885",3021084.79184242
"6886",991642.057670195
"6887",7455453.01632863
"6888",30937960.4773852
"6889",1500526.25591311
"6890",7610599.80572966
"6891",29264907.8961817
"6892",114520527.877115
"6893",132955144.756844
"6894",8296523.30915022
"6895",962941.602270813
"6896",1326939.56084289
"6897",222222.164278826
"6898",4619384.89482938
"6899",840227.307114242
"6900",13998066.5597452
"6901",24728571.5611359
"6902",2034727.30898863
"6903",9578750.29968752
"6904",72192241.2115836
"6905",21402781.7575476
"6906",106384346.714057
"6907",10051679.1409109
"6908",4045689.7037131
"6909",1490089.12026733
"6910",1894350.62539208
"6911",6392480.79926445
"6912",5473400.39399585
"6913",190135102.145023
"6914",138387777.806121
"6915",2835408.48198976
"6916",7415754.69481881
"6917",654730897.503456
"6918",32928775.8169854
"6919",465657.056455023
"6920",68636777.8816491
"6921",184663409.654846
"6922",10501589.6076599
"6923",3271434.60765408
"6924",153476.202500547
"6925",2501401.23072453
"6926",6087746.5652156
"6927",279653.18127091
"6928",30203732.4064091
"6929",22412086.570128
"6930",93601437.6384196
"6931",2113924.28705652
"6932",1729376.02825344
"6933",926078.360277053
"6934",69180241.088895
"6935",522416.292213104
"6936",1717009.61440845
"6937",85999362.5239421
"6938",2557370.50260992
"6939",5586627.87592601
"6940",30386224.8216696
"6941",47437024.5072839
"6942",8432313.7039196
"6943",3005151.04187015
"6944",89023171.7590542
"6945",8832710.19265406
"6946",58956995.3155338
"6947",999067.718729806
"6948",6060306.01367153
"6949",55593726.9969198
"6950",268331298.082007
"6951",139268.585371324
"6952",4345820.60158451
"6953",13427411.7857798
"6954",3184979.43672878
"6955",55119020.8864281
"6956",3078338.96711673
"6957",1755447.82748652
"6958",368338.965276842
"6959",3131835.75425929
"6960",14043715.3896442
"6961",3665146.1622455
"6962",96497737.0133454
"6963",6930969.20715582
"6964",15575737.7769304
"6965",824719.612033841
"6966",27986198.5002097
"6967",56577080.0319937
"6968",1577328.59318634
"6969",226108.716425159
"6970",5785998.03768637
"6971",95521564.2617766
"6972",187174.142268099
"6973",27454653.9881192
"6974",25875806.6063417
"6975",10076688.4568547
"6976",7577881.87042817
"6977",2099405.83725109
"6978",2208731.28901687
"6979",18921343.7561293
"6980",20781591.6178999
"6981",1871853.94690214
"6982",22950590.9416836
"6983",631981.749036047
"6984",58983994.6066101
"6985",163798733.266503
"6986",26254716.5212872
"6987",675060.770961309
"6988",22336443.5415325
"6989",1385117.77567321
"6990",120458419.31554
"6991",1093353.9946681
"6992",822820.853525517
"6993",726268.662249733
"6994",210062.647091995
"6995",23516057.9453677
"6996",37803593.8633531
"6997",106629.514372181
"6998",6645244.74243773
"6999",60919261.317797
"7000",348416.591076515
"7001",6589997.35712062
"7002",2431142.8334826
"7003",4743761.45003572
"7004",4325927.7546905
"7005",1845151.2279758
"7006",402842.751330245
"7007",4496395.03520586
"7008",24921869.1538363
"7009",4480688.64416915
"7010",2596094.71451326
"7011",941443.973468745
"7012",746645.72967249
"7013",1545017.56345192
"7014",257008.827068261
"7015",117938773.662979
"7016",171682335.143994
"7017",6935832.77769436
"7018",4498796.25284894
"7019",49243830.0878289
"7020",28538034.6713844
"7021",4248459.53808334
"7022",27173443.4614893
"7023",39898098.1957279
"7024",8143096.14902311
"7025",2287930.92604279
"7026",108885018.321829
"7027",33152272.6342347
"7028",2937857.80095963
"7029",22684501.1316269
"7030",5605719.5100982
"7031",31436967.0304782
"7032",3306166.26400201
"7033",1243361.12777662
"7034",1461482.7057521
"7035",5204006.08474905
"7036",5544881.78815492
"7037",6377763.87962394
"7038",1137635.40149314
"7039",26087900.1756653
"7040",1912807.45082434
"7041",40663426.5998072
"7042",52117955.6907319
"7043",877623.81970144
"7044",2508597.25687914
"7045",7117973.60277126
"7046",74008782.8317761
"7047",123300243.093233
"7048",2426413.25085251
"7049",6611407.87820035
"7050",199494.594608756
"7051",3047049.99223918
"7052",41570319.7017142
"7053",1172088.43785963
"7054",15811940.3654039
"7055",52387416.2324437
"7056",240114608.425999
"7057",3644385.96236715
"7058",4932926.17820123
"7059",3266813.81070242
"7060",5877875.50121762
"7061",9039876.31436659
"7062",8449158.6053144
"7063",353501.795719644
"7064",78538131.1103162
"7065",7170540.95274525
"7066",558001.733119371
"7067",287248.044884501
"7068",25903317.1558861
"7069",689450.067461279
"7070",98577369.4591365
"7071",185547856.691456
"7072",405478.435252273
"7073",11046519.8794752
"7074",1694524.65295591
"7075",23938404.5438948
"7076",32902331.2131602
"7077",7153229.23779059
"7078",39174130.8984531
"7079",11553.041994778
"7080",2050583.21458884
"7081",2360000.94324984
"7082",849261.323141679
"7083",335290.975660397
"7084",7104605.57755985
"7085",5429049.82019716
"7086",191445.876915669
"7087",99780494.0520009
"7088",38262337.8692521
"7089",910040.922217121
"7090",1586302.40551893
"7091",4155099.46420274
"7092",81741436.0240581
"7093",25060615.2238055
"7094",14498588.7507946
"7095",1841870.26311793
"7096",3234789.98637455
"7097",93427326.7617987
"7098",21980791.9617568
"7099",45503661.4788963
"7100",3674331.84537673
"7101",8926657.51779612
"7102",333442.406937281
"7103",4395522.84589122
"7104",4887760.45162152
"7105",45684258.8962354
"7106",8050937.4275023
"7107",21514732.7502234
"7108",2817347.31349479
"7109",21144167.7242963
"7110",311074.595212713
"7111",4472036.75854332
"7112",77528579.0969609
"7113",74419980.8872873
"7114",2729947.19295685
"7115",27674908.6388797
"7116",6271547.76625029
"7117",133404.029242066
"7118",17340944.1407642
"7119",12488756.3897639
"7120",172965.614455206
"7121",6793653.27761966
"7122",365980.890343286
"7123",1121083.69848164
"7124",169644972.515689
"7125",2639655.51093511
"7126",175027380.23225
"7127",34692236.8238935
"7128",2899878.45262899
"7129",6010042.55556937
"7130",7271230.47179923
"7131",4610963.31072917
"7132",11395157.9674709
"7133",104521110.782403
"7134",28189051.1115814
"7135",63356718.3362096
"7136",9798493.88547983
"7137",8534251.09869818
"7138",6723431.83748398
"7139",571742.960076548
"7140",113444279.474524
"7141",592106.905692603
"7142",3867687.646995
"7143",25234491.0080197
"7144",667090.543765493
"7145",15584113.7922272
"7146",639517.099830338
"7147",24141371.4555548
"7148",5715773.82567401
"7149",8300513.6761122
"7150",4028.27415244854
"7151",5856027.74790094
"7152",27514411.3107019
"7153",10434820.1627784
"7154",12949736.9151015
"7155",74205614.1405832
"7156",7061602.43375684
"7157",54607648.8734864
"7158",1178512.859104
"7159",2377181.7842187
"7160",740778.739841162
"7161",29415531.7662429
"7162",280692472.573739
"7163",5398932.35132034
"7164",606167.062588805
"7165",49322931.3021474
"7166",3166056.93863656
"7167",549981.787256658
"7168",487858.028987608
"7169",3790904.58605762
"7170",7473311.97441723
"7171",5420927.09175388
"7172",2995552.59880446
"7173",3279801.82232381
"7174",2082800.0153611
"7175",1192144.00413442
"7176",7828764.83104577
"7177",49704801.3807798
"7178",21499024.4035843
"7179",96832268.5607932
"7180",585340.784442566
"7181",2823243.16282254
"7182",50028233.228795
"7183",219256.15161771
"7184",746816901.201489
"7185",11101786.638111
"7186",7246785.03755286
"7187",14921554.3876471
"7188",40603482.0947989
"7189",9560896.76434707
"7190",892397.010648331
"7191",157628.899415659
"7192",17923932.0571264
"7193",18165334.4791459
"7194",279321240.31419
"7195",14789900.8480189
"7196",2745340.76536681
"7197",6761087.6448149
"7198",7889270.72366546
"7199",2702502.18223951
"7200",62981694.1759123
"7201",474805.116453767
"7202",4190442.17573761
"7203",482079.933885318
"7204",44149077.8381222
"7205",109937971.128107
"7206",117762905.688947
"7207",273474976.177797
"7208",1483334.60101993
"7209",2472589.57397069
"7210",394736.416093656
"7211",247594.378425115
"7212",13439609.7332545
"7213",5722266.35553697
"7214",78257884.1274099
"7215",71319656.0833395
"7216",94638071.2066166
"7217",240288.181823631
"7218",4011871.46434988
"7219",9194828.93798211
"7220",45971686.8239861
"7221",4507133.89863955
"7222",11095230.4939476
"7223",6325647.96804151
"7224",7121248.47955022
"7225",551.75076897643
"7226",29231685.7720777
"7227",26370534.7076162
"7228",2766787.79070473
"7229",11476947.4456574
"7230",821194.451765102
"7231",3083446.16274356
"7232",192848688.75677
"7233",70779705.4221641
"7234",164457082.166554
"7235",7527092.36727059
"7236",69823159.3820821
"7237",3002805.0364457
"7238",5284714.95528556
"7239",628406441.716766
"7240",11570009.1475465
"7241",152577618.281486
"7242",32887917.92172
"7243",4077973.80373954
"7244",13739955.7920582
"7245",337935.234372219
"7246",891170.661609498
"7247",35102287.9154254
"7248",40465736.9026575
"7249",477895.111816569
"7250",74717.6151808106
"7251",12034242.8037864
"7252",8997483.58144507
"7253",3678845.24599153
"7254",13702143.314966
"7255",83967.786853902
"7256",5907058.34156786
"7257",8632362.81800926
"7258",21271922.6819254
"7259",4444461.42072828
"7260",561575.254997368
"7261",389356926.940193
"7262",283737.618394067
"7263",36347741.868181
"7264",7315119.5548857
"7265",2540539.22236637
"7266",19073850.7143921
"7267",718961.898989515
"7268",1343181.71395562
"7269",52989068.3940021
"7270",198627960.028053
"7271",2489634.88956718
"7272",18068783.881354
"7273",1441224.54085852
"7274",2110176.55527201
"7275",7737302.27774913
"7276",2173879.44413529
"7277",119003805.233874
"7278",123775799.064491
"7279",169663712.996427
"7280",59417052.272882
"7281",12384245.1414261
"7282",32542673.4035275
"7283",126969177.164302
"7284",590671.904852687
"7285",39572944.2276833
"7286",122251393.887137
"7287",1553539.84403352
"7288",6056277.87914916
"7289",103004638.334487
"7290",1791327.27177117
"7291",12223778.9929984
"7292",1304790.4696374
"7293",9672906.57141094
"7294",2945663.82167062
"7295",36653135.049788
"7296",98328.6968233414
"7297",15805374.0771844
"7298",3820470.83493044
"7299",3254185.63626145
"7300",851346.770740815
"7301",10076958.7185974
"7302",2220447.66473569
"7303",559344.885897756
"7304",7246218.92232761
"7305",1657576.47052085
"7306",469056423.398665
"7307",1403575.75554537
"7308",305474.179788469
"7309",8005578.88125724
"7310",4738652.40558279
"7311",10507563.364275
"7312",55375492.0194186
"7313",131137707.606114
"7314",2079313.33779937
"7315",3145060.62719496
"7316",1435799.88867616
"7317",9886399.00543917
"7318",66040643.2678045
"7319",2045685.27119309
"7320",36067209.1010532
"7321",50196.1955118167
"7322",1333357.67291031
"7323",14289487.1026274
"7324",2348066.19684279
"7325",197234222.797865
"7326",204285425.94332
"7327",4968142.50636831
"7328",30462771.6894742
"7329",70944870.3515323
"7330",198594540.23044
"7331",63702764.7618021
"7332",27071857.7422369
"7333",50699011.1955133
"7334",3968156.45707744
"7335",25488020.5170908
"7336",5714909.18395712
"7337",7936110.5602099
"7338",34036179.6475169
"7339",55534719.4579214
"7340",1613252.74447931
"7341",161471.889458041
"7342",49921571.0784942
"7343",3140936.76301344
"7344",1306564.74939338
"7345",8544574.18719412
"7346",2607016.78512457
"7347",8148492.73462866
"7348",1284397.49686747
"7349",20217220.8778715
"7350",5439502.9068893
"7351",25133798.2268534
"7352",92277.5561782119
"7353",4131257.00679686
"7354",62483.3806286905
"7355",39013184.7708584
"7356",29302587.986786
"7357",1736475.90227796
"7358",8181399.87502685
"7359",43014847.579902
"7360",26146275.6750181
"7361",115019.497674223
"7362",109043706.158819
"7363",443693344.586583
"7364",705456.687129423
"7365",55887423.5199781
"7366",17929487.6023665
"7367",2492703.71975746
"7368",15221464.6574128
"7369",24148952.6417687
"7370",49323763.8108929
"7371",304713.475389842
"7372",61702473.6401512
"7373",220917825.416563
"7374",10205525.8054834
"7375",28707670.5144583
"7376",309461.744896317
"7377",8392700.9804902
"7378",14146080.052906
"7379",21438707.2895746
"7380",4017445.71153526
"7381",4194975.33861016
"7382",2188646.26310421
"7383",735184.244664605
"7384",10073867.9200441
"7385",10139320.7500385
"7386",20764380.37819
"7387",1855675.81358378
"7388",3706297.84382501
"7389",301816.727675564
"7390",313648.908205448
"7391",5927204.78388231
"7392",2976993.56331751
"7393",466432429.885195
"7394",31989329.8070801
"7395",35276556.9157799
"7396",22998117.2003948
"7397",6337859.82493876
"7398",1851842.19117663
